lng,lat
89.540328,22.845641
88.710896,25.751844
90.40744,23.7104
90.40744,23.7104
44.401932,35.478565
-87.6990079879761,15.3063729660853
77.22445,28.63576
85.8083,20.29654
83.181786,23.135492
69.66928,23.25397
77.199713,28.560808
90.398383,24.743448
90.412518,23.810332
91.83168,22.3384
83.96851,28.26689
91.753882,24.419107
89.474218,25.187987
81.309723,29.355909
85.3206,27.70169
81.647344,28.926186
89.540328,22.845641
89.275227,25.743892
85.3206,27.70169
93.697826,24.342748
85.3206,27.70169
85.3206,27.70169
85.3206,27.70169
89.540328,22.845641
89.180122,23.177768
90,24
82.301773,27.99036
90.40744,23.7104
89.275227,25.743892
90,24
90.40744,23.7104
69.17233,34.52813
69.17233,34.52813
77.60813,14.67784
77.209021077,28.613939028
77.209021077,28.613939028
79,22
77.213985,28.61037
77.209021077,28.613939028
77.594563077,12.971599012
77.209021077,28.613939028
93,26
81.251883,29.039622
84.124008,28.394857
85.3206,27.70169
81.68472,28.19389
81.251883,29.039622
67.00971,30.199
71.929879,30.303934
71.929879,30.303934
73.108576,30.661181
73.093146,33.729388
70.298874,28.421156
72.709716,31.418714
72.67186,32.083741
81.68472,28.19389
85.023346,27.554636
-8,12.65
-2.10654,11.10033
-8,12.65
-8,12.65
5.12222,52.09083
5.12222,52.09083
2.63031,9.33716
2.41833,6.36536
2.63031,9.33716
2.63031,9.33716
-0.1969,5.55602
-0.8393,9.40079
-0.8393,9.40079
-0.1969,5.55602
-1.2,8.1
5.12222,52.09083
-11.73833,7.96472
-13.22994,8.484
-13.22994,8.484
5.387827,52.156111
-5.66654,11.31755
-5.66654,11.31755
-2.10654,11.10033
-1.67,12.5
-8,12.65
-8,12.65
-5.66654,11.31755
-8,12.65
-5.66654,11.31755
-8,12.65
-8,12.65
-1.53388,12.36566
-1.53388,12.36566
5.12222,52.09083
5.12222,52.09083
-6.2157,13.4317
2.41833,6.36536
-8,12.65
-6.2157,13.4317
-17.44406,14.6937
-8,12.65
-8,12.65
34,-13.5
-8,12.65
-8,12.65
-8,12.65
5.12222,52.09083
-0.8393,9.40079
2.41833,6.36536
2.41833,6.36536
2.41833,6.36536
-13.22994,8.484
-10.7969,6.30054
5.12222,52.09083
-9.5,6.5
5.12222,52.09083
-9.5,6.5
5.12222,52.09083
-91.51806,14.83472
-87.20681,14.0818
-91.51806,14.83472
-86.2504,12.13282
-87.6375,14.45139
-89.54583,14.8
-91.51806,14.83472
-90.81944,14.66111
178.46667,-17.8
178.4,-17.76667
178.35,-17.95
179.41667,-16.66667
178.5,-17.83333
-86.85278,13.94389
-86.58333,14.03333
-86.2504,12.13282
-86.2504,12.13282
-84.08333,9.93333
5.12222,52.09083
-90.51327,14.64072
-89.18718,13.68935
-90.51327,14.64072
-89.18718,13.68935
-86.2504,12.13282
-86.2504,12.13282
-86.2504,12.13282
-84.08333,9.93333
-89.18718,13.68935
-84.08333,9.93333
-89.18718,13.68935
-84.08333,9.93333
-89.18718,13.68935
-86.2504,12.13282
-90.51327,14.64072
-90.51327,14.64072
-89.18718,13.68935
-87.20681,14.0818
-84.08333,9.93333
-90.51327,14.64072
-88.917,13.833
-86.2504,12.13282
-90.81944,14.66111
-89.18718,13.68935
-84.08333,9.93333
178.33333,-18.08333
178.16667,-17.5
178.21667,-17.65
177.66667,-17.66667
-179.98333,-16.8
178.16667,-17.5
177.96667,-17.56667
178.33333,-18
177.84983,-17.50136
178.33333,-18.08333
178.15,-17.36667
177.66667,-17.66667
178.4975,-17.9125
178.43333,-18.13333
178.44149,-18.14161
178.53333,-18.03333
178.53333,-17.96667
178,-18
178.5,-18.06667
178.49124,-18.03917
178.47583,-18.1075
178.43333,-18.11667
178.33333,-18
178,-18
178,-18
178.5,-18.08333
178.40943,-18.11094
178.44149,-18.14161
178.53333,-18.03333
96.20721,19.75281
47.5,-18.45
46.1,-16.3
47.4,-23.2
46.5,-21.37
49,-13.5
49.8,-14.2
48.4,-15.2
49.5,-16.5
46.1,-16.3
47.1,-17.2
48.4,-17.9
44.8,-17.6
46.9,-19.7
46.1,-18.5
46.95,-18.95
47.5,-18.45
48.9,-19
45.07,-20.2
46.7,-20.5
46.5,-21.37
47.4,-23.2
46.2,-22.3
47.9,-21.3
45.5,-24.75
44.4,-23.2
46.3,-24.1
47.5,-18.45
44.4,-23.2
46.1,-16.3
49,-13.5
46.5,-21.37
47.5,-18.45
47.5,-18.45
47.5,-18.45
46.1,-16.3
44.4,-23.2
46.1,-18.5
46.9,-19.7
49,-13.5
47.5,-18.45
47.5,-18.45
44.4,-23.2
45.5,-24.75
47.4,-23.2
49,-13.5
49.8,-14.2
48.4,-15.2
47.1,-17.2
49.5,-16.5
-89.18718,13.68935
-90.51327,14.64072
-89.18718,13.68935
-84.08333,9.93333
-89.18718,13.68935
-84.08333,9.93333
-89.18718,13.68935
-89.18718,13.68935
-87.20681,14.0818
-89.18718,13.68935
-86.2504,12.13282
-86.2504,12.13282
-84.08333,9.93333
-90.51327,14.64072
-90.51327,14.64072
-89.18718,13.68935
-90.51327,14.64072
-90.51327,14.64072
-86.2504,12.13282
-86.2504,12.13282
-90.81944,14.66111
-86.2504,12.13282
-90.81944,14.66111
-86.2504,12.13282
-90.51327,14.64072
-90.51327,14.64072
-86.2504,12.13282
-90.51327,14.64072
-86.2504,12.13282
-90.51327,14.64072
-89.18718,13.68935
-90.51327,14.64072
-89.18718,13.68935
-91.14889,15.03056
-86.2504,12.13282
-89.18718,13.68935
-89.18718,13.68935
-89.18718,13.68935
138.097,9.538
138.097,9.538
49.95029,40.35887
44.53412,40.1478
49.85064,40.43947
46.1,-16.3
44.8,-17.6
48.4,-17.9
46.1,-18.5
46.9,-19.7
46.95,-18.95
47.5,-18.45
48.9,-19
46.5,-21.37
46.7,-20.5
45.07,-20.2
47.9,-21.3
46.2,-22.3
47.4,-23.2
46.3,-24.1
44.4,-23.2
45.5,-24.75
49.5,-16.5
47.5,-18.45
48.9,-19
47.5,-18.45
47.9,-21.3
49,-13.5
46.1,-16.3
48.4,-17.9
47.5,-18.45
46.9,-19.7
45.07,-20.2
46.5,-21.37
46.2,-22.3
41.64462,41.62244
41.66667,41.58333
41.95,42.1
42.2435,42.01869
42.83333,42.08333
43.25,42
42.9,42.21667
42.98538,42.33824
43.25,42.28333
45.33333,42.25
45.75,41.71667
45.83333,42
46.16667,41.83333
45.3241,41.73494
45.48333,41.91667
44.2,41.32
45,41.53333
44.7,42.08333
44.70612,41.84066
43.1,42.56667
42.73333,42.78333
43.51667,42.65
42.2,42.2
42.36667,42.41667
42.75,43
42.2,42.56667
42.06013,42.26791
41.7983,42.46743
43.44991,41.41665
43.5,41.78333
43.89553,42.03042
41.83333,41.75
42.05,41.93333
42.5,42.4
42.61667,42.01667
46.25,41.33333
45.85,41.56667
45,41.61667
44.5,41.6
44.64528,42.6575
45,42.1
42.76667,42.6
41.8,42.25
42.06667,42.66667
43,41.63333
44.36667,41.9
42.19083,41.63
41.94139,41.59694
44.83368,41.69411
43.4425,42.57944
41.77528,41.82
41.63593,41.64159
41.83333,41.75
42,41.66667
44.83368,41.69411
42.7278,43.04581
41.87088,42.5088
44.99323,41.54949
42.052,42.71692
41.58314,42.39821
42.07695,42.60566
41.67197,42.14616
44.80894,41.47588
41.87088,42.5088
42.7278,43.04581
42.69459,42.26791
41.58314,42.39821
42.7278,43.04581
41.58314,42.39821
41.83333,41.75
41.87481,41.80316
42,41.66667
41.63593,41.64159
44.83368,41.69411
44.83333,41.71667
44.92222,41.63833
44.99323,41.54949
42.7278,43.04581
45,41.61667
44.83368,41.69411
44.83333,41.71667
44.92222,41.63833
44.99323,41.54949
42.7278,43.04581
45,41.61667
42.03611,42.27778
44.80894,41.47588
44.70612,41.84066
41.58314,42.39821
41.7983,42.46743
44.99323,41.54949
41.77861,41.99556
42.69459,42.26791
43.4999,41.99998
43.4999,41.99998
43.4999,41.99998
43.4999,41.99998
41.63392,41.64228
43.4999,41.99998
43.4999,41.99998
41.87088,42.5088
41.87088,42.5088
43.4999,41.99998
43.4999,41.99998
44.53838,41.44794
43.25,42.28333
44.80894,41.47588
43.4999,41.99998
41.63392,41.64228
43.25,42
73.01627,33.67612
73.01042,33.70001
49.85987,40.38567
50.54623,26.17036
96.21587,19.74566
96.20976,19.74146
-8,12.65
104.91601,11.56245
-90.51327,14.64072
-91.14889,15.03056
-91.51806,14.83472
-85,13
-86.58208,13.48082
-89.91898,16.91675
-85,13
-84.59103,14.02885
-84.25,14
-86.2504,12.13282
-99.12766,19.42847
-87.6375,14.45139
-85,15.16667
-82.783,9.6
-87.6375,14.45139
-86.58208,13.48082
-89.91898,16.91675
-89.91898,16.91675
-89.91898,16.91675
-82.783,9.6
-85,15.16667
-99.12766,19.42847
-89.91898,16.91675
5.12222,52.09083
98.66667,3.58333
98.6887,3.483
106.63,-6.17806
110.83167,-7.55611
112.9075,-7.6453
111.944,-7.6083
110,-7.5
101.44316,1.66711
107.61861,-6.90389
99.1988,3.4969
106.077,-6.0447
105.22898,-5.5873
98.87403,3.63866
112.69738,-7.19492
98.6663,3.6539
110.82722,-7.53472
112.1,-7.58333
120,-5
99.0554,3.3806
98.2202,3.7181
105.16667,-3.25
107.3725,-6.26583
122.0311,-4.8249
107.97778,-6.77667
112.5099,-7.7394
120.25,-4.33333
110,-7.5
99,2
120.25,-4.33333
117.5333,-8.74
110.5,0
103.83333,-2.75
121.07937,-8.65738
110.5,-7.75
103.83333,-2.75
100.5,-1
124.83333,1.25
122.2149,-4.3935
122.3538,-0.9166
120.25,-4.33333
121.07937,-8.65738
117.5333,-8.74
105,-5
116.5,0.5
115.5,-2.5
114,-1
110,-7.5
103,-1.5
102.26554,-3.80044
122.4704,0.693
106.66667,-2.66667
134.06118,-0.86531
119.3333,-2.5
99,2
101.749,0.5005
110.5,0
112.5099,-7.7394
107.5,-6.75
138,-4.75
77.447533,42.147904
74.816906,41.744914
71,39
74.59,42.87
74.30257,42.85401
75,41.5
71,39
74.59,42.87
71,39
5.12222,52.09083
5.12222,52.09083
72.981748,40.940314
75,41.5
71,39
74.59,42.87
75,41.5
5.12222,52.09083
72.7985,40.52828
72.7985,40.52828
5.12222,52.09083
72.7985,40.52828
72.798023,40.524304
74.642971,42.844189
72.65678,42.35473
5.12142,52.090737
5.12142,52.090737
36.81667,-1.28333
32.89985,2.2499
33.61113,1.71464
32.5,1.25
38.74689,9.02497
39.5,9
5.12222,52.09083
115,-8.5
107.61639,-6.90472
107.11722,-6.29528
107.61861,-6.90389
107.61639,-6.90472
107.11722,-6.29528
107.61861,-6.90389
120,-5
69.16596,34.51243
69.15073,34.53358
69.2014,34.55835
69.16044,34.54036
-10.1,13.9
-3.4,14.7
-5.9,13.6
-6.2,11.3
-7.5,13.8
-3.6,19.7
1.6,16.6
1.2,19.4
-8.01531,12.65427
-7.94455,12.66581
-7.97782,12.6485
-8.04391,12.61174
-8.00235,12.58297
-7.94262,12.57491
-8.19929,12.5629
-6.79164,12.33043
-7.30327,13.2257
-8.167,13.75
-7.333,13.75
-7.29015,15.16846
-8,12.65
-8,12.65
-8,12.65
-8,12.65
-6.2,11.3
-10.1,13.9
-3.6,19.7
1.6,16.6
1.2,19.4
-3.4,14.7
-8,12.65
1.6,16.6
-3.6,19.7
-3.4,14.7
1.2,19.4
-3.4,14.7
18.34963,43.85004
103.83333,-2.75
101.749,0.5005
105,-5
103,-1.5
115.2526,-8.3897
113.4746,-7.1568
112.6304,-7.9797
106.8699,-6.2683
112.01667,-7.81667
113.70317,-8.16604
112.5099,-7.7394
107.5,-6.75
106.8584,-6.2182
106.81861,-6.4
111.8817,-7.1502
106.78917,-6.59444
106.9896,-6.2349
106.20278,-6.03167
107.61861,-6.90389
110.48944,-7.20944
111.035,-7.49944
114.3646,-8.2215
110.36083,-7.78278
106.63,-6.17806
114.00976,-7.70623
111.462,-7.8685
115.1247,-8.8323
106.89083,-6.11361
112.75083,-7.24917
112.7183,-7.4478
112.9075,-7.6453
111.5239,-7.6298
107.30556,-6.30333
110,-7.5
106.86722,-6.21389
112.65611,-7.15389
115,-8.5
110.34528,-7.75944
110.51667,-7.83444
98.6663,3.6539
110.32333,-7.68167
103.83333,-2.75
101.749,0.5005
103,-1.5
38.74689,9.02497
30,2
30.05885,-1.94995
30,2
-1.67,12.5
23.5,-2.5
29.75667,-2.07444
30.05885,-1.94995
30,2
30,2
30.05885,-1.94995
38,1
34.76171,-0.10221
36.81667,-1.28333
39.5,9
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
34.76171,-0.10221
38.74689,9.02497
39.8,6.82
30,7.5
30,2
30.05885,-1.94995
30,2
30.05885,-1.94995
30.05885,-1.94995
35.25,1.125
31.58247,4.85165
30,7.5
31.58247,4.85165
30,7.5
30,7.5
31.58247,4.85165
31.58247,4.85165
30,7.5
33.8,4.9
32.29732,4.12793
33.8,4.9
33.9915,3.3793
32.58219,0.31628
33.67611,2.70167
33.61113,1.71464
33.61113,1.71464
32.89985,2.2499
33.61113,1.71464
32.58219,0.31628
33.67611,2.70167
33.61113,1.71464
33.67611,2.70167
32.58219,0.31628
32.58219,0.31628
32.58219,0.31628
32.58219,0.31628
33.20317,0.43902
32.58219,0.31628
33.61113,1.71464
32.58219,0.31628
33.61113,1.71464
32.58219,0.31628
32.58219,0.31628
30.08333,0.18333
32.58219,0.31628
32.89985,2.2499
32.58219,0.31628
33.61113,1.71464
32.58219,0.31628
32.58219,0.31628
14.333,-5.333
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
110.5,-7.75
124.83333,1.25
105,-5
112.5099,-7.7394
110,-7.5
110,-7.5
112.5099,-7.7394
110.5,0
116.5,0.5
109.5875,-7.35111
109.18917,-7.37833
109.66056,-7.63917
111.04611,-7.9125
110.5,-1.5
109.25,1.5
117.16667,3
109.18917,-7.37383
112.65033,-8.14649
116.7,4.13333
110.25,0.25
115.0348,-3.3179
109.00103,0.90734
120,-5
120,-5
117.1466,-0.48585
109.32199,-0.03109
100.35427,-0.94924
124.84892,1.48218
105,-5
113.70317,-8.16604
107.61861,-6.90389
115,-8.5
128.16976,-3.65947
123.6075,-10.1718
119.4221,-5.14
100.6334,-0.2159
120,-5
110.10184,-0.03365
110.25,0.25
109.95,0.38333
110.5,0
121.0457,14.1906
109.75917,0.42373
109.66393,1.06911
109.43589,0.83194
120,-5
114.41667,-8.3
113.5146,-7.7148
112.5099,-7.7394
114.2208,-8.3298
114.45452,-8.2272
114.4117,-8.0983
115.16667,-8.5
113.3382,-7.8548
114.6942,-8.3213
114.4344,-8.1716
115,-8.5
115.01398,-8.49966
98.6677,1.8541
104.38382,1.01387
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
38.74689,9.02497
26.75,2.25
28.25,-3.15
28.25,-3.15
29.00499,-2.86508
28.9075,-2.4846
28.84281,-2.49077
28.25,-3.167
104.61667,0.2
106,3
97.5046,1.1963
100.615,-1.0076
106,3
104.02491,1.14937
100.10214,-0.87473
116.40152,-8.35214
107.97639,4.71417
99.51889,1.98917
120,-5
120,-5
120,-5
102,0
120,-5
130.14527,-3.23846
106.25,-6.5
120,-5
120,-5
89.79873,22.65491
90.39983,23.71513
-8,12.65
-8,12.65
-8,12.65
-3.6,19.7
-3.6,19.7
-3.60347,13.65966
1.2,19.4
2.70226,16.66166
-3.6,19.7
-4.99306,18.60035
-3.4,14.7
-4.09297,14.77995
28.9075,-2.4846
28.9075,-2.4846
36.81667,-1.28333
36.81667,-1.28333
36.81667,-1.28333
36.81667,-1.28333
36.81667,-1.28333
36.81667,-1.28333
32.58219,0.31628
32.58219,0.31628
32.58219,0.31628
32.5,1.25
39.5,9
39.5,9
39.5,9
38.74689,9.02497
38.74689,9.02497
5.12222,52.09083
23.5,-2.5
28.84281,-2.49077
33.61113,1.71464
32.58219,0.31628
33.20317,0.43902
23.5,-2.5
29.13779,-3.39534
28.25,-3.15
28.25,-3.167
30,2
15.31357,-4.32758
28.84281,-2.49077
82.02331,19.0836
83.19537,23.11892
81.63333,21.23333
82.1566,22.07402
82,21.5
76.94924,8.4855
76.58469,8.88113
75.7804,11.24802
76.26022,9.93988
76.21667,10.51667
74,26
84.41667,20.5
78.5,23.5
72,23
85.75,25.75
79,16
75,19.5
88.36304,22.56263
80.13349,29.825
78.98354,30.28467
79.19761,30.34312
80.25,30
78.76998,30.15356
78.07732,30.87463
79.32103,30.33136
80.08965,29.40356
78.67881,29.84097
77.84566,30.53842
79.08481,30.52917
79.44794,30.25631
78.06,30.33
79.5,30.5
77.86249,30.70367
80.07075,29.8014
79.66088,29.59726
78.92853,29.96366
80.03737,29.28756
80.02974,29.82602
79.61161,29.47201
79.1111,29.54707
79.44,29.38
80.18552,29.40394
78.5,31
78.78341,30.22242
79.4334,29.64232
79.41667,29.2
79.7714,29.8376
79.25,30.25
79.46308,29.05414
78.06,30.33
79.56667,30.56667
79.43066,30.42553
78.95693,29.21398
79.56655,30.55588
79.49789,29.69223
79.46308,29.05414
78.78341,30.22242
79.5,30.5
77.13754,16.77023
76.75581,15.76982
15.31357,-4.32758
28.84281,-2.49077
29.22845,-1.67409
28.84281,-2.49077
29.22845,-1.67409
28.88,-2.565
28.84281,-2.49077
28.88,-2.64
32.58219,0.31628
32.58219,0.31628
33.61113,1.71464
32.58219,0.31628
32.5,1.25
32.5,1.25
38,1
31.58247,4.85165
30,7.5
30,7.5
30,7.5
30.67792,4.09504
30.67792,4.09504
31.58247,4.85165
32.58219,0.31628
36.81667,-1.28333
36.81667,-1.28333
36.81667,-1.28333
76.94361,17.1307
75.62951,14.6224
77.354,16.2047
74.38285,16.399
76.15478,15.34522
75.29146,16.50461
76.11351,15.95923
75.40448,14.79354
74.82393,16.16901
76.5293,15.43342
75.62971,15.42977
75.92694,14.46693
76.93949,11.92312
75.71537,16.82442
77.5301,17.91331
74.50447,15.85212
75.67683,15.91495
75,15.45
76,13.5
76.3871,15.26954
76.83787,17.33764
76.91751,15.14575
76.94972,17.87445
75.69,16.18
75.12,16.47
77.83333,21.83333
77.41667,23.25
78.8,22.11667
76.16667,23
76.58333,21.75
77.5,22.66667
75.75,22.66667
79.95,23.16
80.25,24.5
81,24.5
81.5,23.5
76.25,23.5
78,25.5
78,23.91667
75.61028,21.82306
77.73,24.58
76.96431,22.23406
80.39417,23.83555
82,24.25
77.5,24.5
79.16667,22.91667
76.75,23.83333
77.25,23.25
75.5,23.41667
81.5,23.5
79.66667,22.41667
81,24.5
78.75,23.75
81.5,24.75
79.69004,23.28665
79.16667,22.91667
81,22.7
79.95006,23.16697
78.78466,22.92258
78.8,22.11667
78.89014,24.96362
82,24.25
79.58333,23.75
80.39417,23.83556
79,24.75
74.86911,32.73569
74.34285,34.209
75.13573,32.92431
75.52457,32.37068
76.12622,34.55764
74.80298,34.08842
76.66667,33.91667
75.15167,33.72993
78.5,23.5
79,24.75
81.36605,24.83539
78,25.5
77.25,23.25
80.8248,24.58224
78.74386,23.84251
81.5,24.75
79.06233,23.63628
79.91282,24.89037
79.2318,25.02023
77.5,26.16667
81.54673,24.66767
78.5,23.5
79.04778,25.00921
79.95006,23.16697
77.5,22.66667
79.33279,25.28773
78.17337,26.22982
79.75,24.75
79.49243,24.62625
77.40289,23.25469
77.83333,21.83333
80.25894,24.89747
79.30712,24.56412
81.7281,25.04282
77.35254,23.33339
77.30085,23.1478
78,23.91667
81.64224,24.98209
76.75,23.83333
78.64071,25.35145
79.144,24.823
77.5,24.5
81.40886,24.72868
82.09684,24.77795
78.0709,26.27923
77.91389,21.90648
75.52215,24.02414
76.17242,24.54205
70.90387,26.91763
71.24191,27.2871
76.25,24.41667
76.625,27.56246
79.44686,29.39743
32.5,1.25
29.3644,-3.3822
29.3644,-3.3822
29.3644,-3.3822
29.3644,-3.3822
29.3644,-3.3822
30,7.5
31.58247,4.85165
30.67792,4.09504
30,7.5
31.58247,4.85165
31.58247,4.85165
30,7.5
30,7.5
30,7.5
32.58219,0.31628
39.8,6.8
39.5,89
39.5,9
38.74689,9.02497
36.81667,-1.28333
38.01055,-1.36696
36.81667,-1.28333
32.58219,0.31628
32.29899,2.77457
32.5,1.25
32.89985,2.2499
32.58219,0.31628
121.0509,14.6488
122,13.25
125.80778,7.44778
125.61278,7.07306
121.0614,14.58691
121.0509,14.6488
121.0509,14.6488
5.12222,52.09083
124.67556,9.12556
78.16025,29.94791
78.06,30.33
80.5,26.5
84.5,26.16667
84.75,25.91667
87.5,26
80.92313,26.83928
80,26.5
88.18982,26.26541
83.37235,26.75479
84.33333,26.5
79.25,26.75
86,26
83,27.25
78.01667,27.18333
87,25.8
87.4,26.2
88,26.3
88.126,25.614
92.96425,26.76748
85.91667,25.75
85.39055,26.12259
82,26.75
90.55815,26.47703
81,26.75
78.42867,27.20072
93.14658,26.72577
86.59527,26.11503
84.35879,26.22152
84.95747,24.47823
84.79344,24.55971
84.75,25.91667
87.5,26
85.16667,25.41667
85.5,24.75
87.25191,25.45028
85.20954,25.69003
85.00385,24.79686
84.36957,24.44388
85.89707,26.15216
86.73715,26.31847
84.8,25.15
87.6,25.5
84.6801,26.5503
84.6288,25.20785
85.89058,26.14919
85.65174,25.09309
85.41667,25.75
85.50028,24.64486
84.83333,26.58333
84.98772,25.21398
87.2671,26.29857
87.51404,26.14845
85.03689,25.77081
85.41667,26.16667
86.56676,21.57811
84.41667,20.5
84.73372,21.53768
86.25,20.5
87.08141,21.4628
86.82076,20.7443
86.12492,21.21411
86.3,20.2
86.5,20.5
87.3595,21.56742
86.33333,20.25
86.95816,20.77762
91.0308,26.47104
92.85771,24.78213
92.16843,26.51195
90.0344,26.1509
93.91193,26.4092
93.5,26
92.69225,26.35037
91.4,26.5
93,25.5
94.65546,26.91636
92.96425,26.76748
87.75,23.25
88.25,26.75
88.25,22.6
88.20099,22.82893
89.5,26.25
88.25,24.1
88.5,23.25
86.41667,23.33333
94.7942,27.6091
92.60069,24.5017
94.26,26.8
90.2,26.6
94.25,27.35
92.34238,26.25213
95.6,27.6
87.77633,21.93732
88.7108,22.71
88.126,25.614
87.38107,22.40813
95,27.5
